,Unnamed: 0,image_path,image_id,question,answer,Tm,Tc,Ans,Ti
40,40,COCO_val2014_000000000599.jpg,599,How many cat toes are visible?,4,"A tabby cat is lounging on a brown leather chair with two remote controls beside it, and its toes are not clearly visible.","A tabby cat is lounging on a brown leather chair with two remote controls beside it, and its toes are clearly visible.",Four toes are visible.," The ruins lie among the tropical rainforests of northern Guatemala that formed the cradle of lowland Maya civilization . The city itself was located among abundant fertile upland soils , and may have dominated a natural east – west trade route across the Yucatan Peninsula . Conspicuous trees at the Tikal park include gigantic kapok ( Ceiba <unk> ) the sacred tree of the Maya ; tropical cedar ( <unk> odorata ) , and Honduras mahogany ( <unk> macrophylla ) . Regarding the fauna , agouti , white @-@ nosed coatis , gray foxes , Geoffroy 's spider monkeys , howler monkeys , harpy eagles , falcons , ocellated turkeys , <unk> , <unk> , green parrots and leafcutter ants can be seen there regularly . Jaguars , <unk> , and cougars are also said to roam in the park . For centuries this city was completely covered under jungle . The average annual rainfall at Tikal is 1 @,@ 945 millimetres ( 76 @.@ 6 in ) . 
"
41,41,COCO_val2014_000000000623.jpg,623,What is the color of the bears apron?,pink,The bear is wearing a purple apron.,The bear is wearing a green apron.,green," In line with this goal , the ADF was restructured to increase its ability to strike at enemy forces from Australian bases and to counter raids on continental Australia . This was achieved by increasing the capabilities of the RAN and RAAF , and relocating regular Army units to Northern Australia . During this time the ADF had no military units on operational deployment outside Australia . However , in 1987 the ADF made its first operational deployment as part of Operation Morris Dance , in which several warships and a rifle company deployed to the waters off Fiji in response to the 1987 Fijian coups d 'état . While broadly successful , this deployment highlighted the need for the ADF to improve its capability to rapidly respond to unforeseen events . 
"
42,42,COCO_val2014_000000000626.jpg,626,Is there a balcony under the clock?,yes,The building has a clock tower with a balcony directly beneath the clock face.,The building has a clock tower with a solid wall directly beneath the clock face.,no," Will Yun Lee as Colonel Moon , a rogue North Korean army colonel , later uses his alter ego . 
"
43,43,COCO_val2014_000000000632.jpg,632,What is hanging on the wall?,lamp,"The wall has a lamp and a mirror hanging on it, with a blue comforter on the bed nearby.","The wall has a painting and a clock hanging on it, with a red comforter on the bed nearby.",red," The film was shot digitally using the Panavision Genesis camera . Gordon encouraged the actors to improvise , though Aniston claimed to not have taken advantage of the offer as much as her co @-@ stars , stating , "" My dialogue was just so beautifully choreographed that there wasn ’ t much that I needed to do ” . 
"
44,44,COCO_val2014_000000000636.jpg,636,What is the reflection of?,outside,The image shows a toilet seat with a reflection of a blue sky visible through the opening.,The image shows a toilet seat with a reflection of a red wall visible through the opening.,red," After Slammiversary , Kaz went on to captain Team TNA in the 2008 TNA World X Cup Tournament . He competed in a Four Way Ultimate X match at Victory Road as the final round of the tournament . He was unsuccessful in winning the match and gaining the appropriate points to win the tournament , thus causing Team TNA ( Kaz , Alex Shelley , Chris Sabin , and Curry Man ) to finish in second place , with Team Mexico ( Averno , Rey Bucanero , Último Guerrero , and Volador Jr . ) being the victors in point rankings . 
"
45,45,COCO_val2014_000000000641.jpg,641,How many buses?,1,"The image shows a single articulated bus on the street with a sign displaying ""1R Berkeley BART.""",The image shows multiple buses lined up on the street with signs displaying different destinations.,red," Bond and Jinx pursue Graves and Frost to the Korean peninsula and stow away on Graves ' cargo plane . Graves reveals his true identity to his father , and the purpose of the Icarus satellite : to cut a path through the Korean Demilitarized Zone with concentrated sunlight , allowing North Korean troops to invade South Korea and reunite the peninsula by force . Horrified , General Moon tries to stop the plan , but he is murdered by his own son . 
"
46,46,COCO_val2014_000000000661.jpg,661,What is on the burger bun?,chicken patty,The burger bun has a light brown color with a crispy texture.,The burger bun has a bright blue color with a shiny texture.,blue," The play showed on Saturday afternoon was a fine exhibition of what several months of combination and practice will do ... it must be admitted they were far and away too good for our local men . In the loose , in the scrum , dribbling , passing , <unk> , or running they were very much indeed Canterbury 's superior . Such runs as were made by Warbrick at full back , by Madigan , Gage , and W. Wynyard , the passing of H. Wynyard , F. Warbrick , and all the backs as well as several forwards , the rushes of Alf Warbrick , Maynard , Taare , Taiaroa , and Rene , and the dodging and fending powers of nearly every one , nonplussed their opponents ... 
"
47,47,COCO_val2014_000000000675.jpg,675,What is the cat doing?,drinking,"A black and white cat is standing on a bed, reaching into a cup on a bedside table with its paw.","A black and white cat is sitting on a chair, playing with a ball of yarn on the floor.",playing with a ball of yarn," Toby Stephens as Gustav Graves , a British entrepreneur , alter ego of Colonel Moon . 
"
48,48,COCO_val2014_000000000692.jpg,692,Is the baby wearing stripes?,yes,"The baby is wearing a striped outfit with multiple colors, including blue, while being held by an adult taking a photo in the mirror.","The baby is wearing a solid-colored outfit with no stripes, while being held by an adult taking a photo in the mirror.",no," McCarty played a limited role in 2012 , both due to injuries and competition from other backs , including Cory Boyd , Hugh Charles , and Jerome <unk> . McCarty missed six games due to a high ankle sprain suffered during the Labour Day Rematch . Playing in the other 12 games but starting in none , McCarty rushed only 12 times and made five receptions with a lone rushing touchdown . He added four special @-@ teams tackles . 
"
49,49,COCO_val2014_000000000693.jpg,693,How old is this girl?,3,"A young girl is standing on a skateboard in a store, surrounded by various skateboards on display.","A young girl is standing on a skateboard in a store, surrounded by various bicycles on display.",green," The early 6th century saw another queen ruling the city , known only as the "" Lady of Tikal "" , who was very likely a daughter of Chak Tok Ich 'aak II . She seems never to have ruled in her own right , rather being partnered with male co @-@ rulers . The first of these was <unk> ' B 'alam , who seems to have had a long career as a general at Tikal before becoming co @-@ ruler and 19th in the dynastic sequence . The Lady of Tikal herself seems not have been counted in the dynastic numbering . It appears she was later paired with lord "" Bird Claw "" , who is presumed to be the otherwise unknown 20th ruler . . 
"
