,image_path,image_id,question,answer,Tm,Tc,Ans
122,COCO_val2014_000000001573.jpg,1573,Does this stove look updated?,no,"The image shows an old-fashioned stove with a vintage design, featuring a teddy bear in a pot on top, surrounded by retro kitchen items.","The image shows a modern, sleek stove with a contemporary design, featuring a teddy bear in a pot on top, surrounded by high-tech kitchen gadgets.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
123,COCO_val2014_000000001577.jpg,1577,What are the flowers in?,jar,The flowers are in a clear glass jar with a handle.,The flowers are in a blue ceramic vase with a handle.,blue ceramic vase
124,COCO_val2014_000000001584.jpg,1584,Is this bus more than one color?,no,The bus in the image is a classic red double-decker with no other colors visible.,The bus in the image is a classic blue double-decker with no other colors visible.,"{'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 10}"
125,COCO_val2014_000000001590.jpg,1590,What are the items in?,truck,"The items are in a truck with hay bales and barrels, one of which is blue.","The items are in a truck with hay bales and barrels, one of which is red.","{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}"
126,COCO_val2014_000000001591.jpg,1591,Are these women sitting on a train?,no,"The image shows a reflection on a television screen, capturing a scene of a kitchen with a person standing and another sitting at a table.","The image shows a reflection on a television screen, capturing a scene of a train with two women sitting on seats.","{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}"
127,COCO_val2014_000000001592.jpg,1592,Is this female an adult?,no,"The image shows a young girl sitting in a small chair under a red umbrella, wearing sunglasses and a towel, with her leg playfully raised.","The image shows an adult woman sitting in a large chair under a blue umbrella, wearing sunglasses and a towel, with her leg playfully raised.",blue
128,COCO_val2014_000000001599.jpg,1599,What is the color of the field?,orange,"The tennis court is made of clay, which is a reddish-brown color.","The tennis court is made of synthetic material, which is a bright blue color.",blue
129,COCO_val2014_000000001626.jpg,1626,What material is most dominant in texture in this picture?,wood,"The image shows two people playing a video game in a living room, with one person wearing a blue shirt that stands out prominently.","The image shows two people playing a video game in a living room, with one person wearing a red shirt that stands out prominently.",red
130,COCO_val2014_000000001647.jpg,1647,What is the scissor for?,cutting,The image shows a pair of blue scissors placed next to a rock wrapped in crumpled paper.,The image shows a pair of red scissors placed next to a rock wrapped in crumpled paper.,red
131,COCO_val2014_000000001655.jpg,1655,Is the man proud?,yes,The man is taking a photo of a snowy mountain landscape under a clear blue sky.,The man is taking a photo of a bustling cityscape under a cloudy gray sky.,"{'answer': 'gray', 'answer_confidence': 'no', 'answer_id': 20}"
132,COCO_val2014_000000001667.jpg,1667,What is the child holding?,fork,"The child is holding a blue fork while standing outdoors, wearing a pink shirt with a cake design.","The child is holding a red balloon while standing outdoors, wearing a pink shirt with a cake design.",red balloon
133,COCO_val2014_000000001668.jpg,1668,On which team does Crawford play?,rays,"The image shows a baseball player with the name ""Crawford"" on his jersey, wearing a blue uniform with ""Rays"" written on it.","The image shows a baseball player with the name ""Crawford"" on his jersey, wearing a red uniform with ""Rays"" written on it.",red
134,COCO_val2014_000000001675.jpg,1675,What color is the cat's whiskers?,white,The cat has black and white fur with white whiskers.,The cat has black and white fur with blue whiskers.,blue
135,COCO_val2014_000000001682.jpg,1682,Is the girl in the middle drowning??,no,The image shows a calm sea with a sailboat in the distance and a buoy floating on the water. There is no girl visible in the water.,"The image shows a crowded beach with many people swimming, and a girl in the middle appears to be struggling in the water.","Yes, the girl in the middle is drowning."
136,COCO_val2014_000000001700.jpg,1700,Is this snowboarder in the air?,no,"A person is snowboarding on a snowy slope with both feet on the board, not in the air.","A person is snowboarding on a snowy slope with the board clearly off the ground, in the air.",yes
137,COCO_val2014_000000001722.jpg,1722,What kind of characters are on the building?,letters,The building has signs with blue characters on them.,The building has signs with red characters on them.,"{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}"
138,COCO_val2014_000000001739.jpg,1739,How many tires are on this truck?,6,"The image shows an old truck with a tarp covering part of it, parked on grass with visible tires.","The image shows an old truck with a tarp covering part of it, parked on grass with visible blue paint.",blue
139,COCO_val2014_000000001757.jpg,1757,Are they drinking red or white wine?,white,Two women are sitting at a table with glasses of white wine in front of them.,Two women are sitting at a table with glasses of red wine in front of them.,red
140,COCO_val2014_000000001761.jpg,1761,What country is this in?,australia,"The image shows two airplanes flying over the Sydney Harbour Bridge with the Sydney Opera House visible in the background, indicating it is in Australia.","The image shows two airplanes flying over the Golden Gate Bridge with the Eiffel Tower visible in the background, indicating it is in France.",France
141,COCO_val2014_000000001779.jpg,1779,What block of Edloe is this on?,5100,"The image shows a street sign at the intersection of Edloe Street and Westpark Drive, with Edloe Street marked as the 5100 block.","The image shows a street sign at the intersection of Edloe Street and Westpark Drive, with Edloe Street marked as the 3700 block.",3700 block
142,COCO_val2014_000000001799.jpg,1799,Is this a beer truck?,yes,"The image shows a green truck with the Carlsberg logo, indicating it is a beer truck.","The image shows a green truck with the Pepsi logo, indicating it is a soda truck.","{'answer': 'soda', 'answer_confidence': 'yes', 'answer_id': 11}"
143,COCO_val2014_000000001803.jpg,1803,Whose room is this?,bathroom,"The room features a modern bathroom with blue tiled flooring, a white sink, and a sleek vanity, suggesting a contemporary design.","The room features a modern kitchen with red tiled flooring, a white sink, and a sleek countertop, suggesting a contemporary design.","{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}"
144,COCO_val2014_000000001818.jpg,1818,How are the zebras related?,yes,empty,empty,empty
145,COCO_val2014_000000001840.jpg,1840,Which color of umbrella is prevalent?,white,"The image shows a collection of umbrellas hanging in a forest, with blue umbrellas being the most prevalent among various colors.","The image shows a collection of umbrellas hanging in a forest, with red umbrellas being the most prevalent among various colors.",red
146,COCO_val2014_000000001841.jpg,1841,Is the girl wearing a tied?,yes,"The girl is wearing a striped top and a red tie, with a large hat casting a shadow over her face.","The girl is wearing a striped top and a blue tie, with a large hat casting a shadow over her face.",blue
147,COCO_val2014_000000001852.jpg,1852,What color is the hair?,white,"The image shows a pair of scissors, a red flower, and a lock of white hair on a wooden surface.","The image shows a pair of scissors, a red flower, and a lock of blue hair on a wooden surface.",blue
148,COCO_val2014_000000001856.jpg,1856,Will he wipe out?,no,"A surfer in a green shirt is performing a maneuver on a wave, maintaining balance and control.","A surfer in a green shirt is struggling to stay on the board, appearing off-balance and likely to fall.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
149,COCO_val2014_000000001869.jpg,1869,How many babies are there?,1,"The image shows a group of elephants walking together, including one baby elephant among the adults.","The image shows a group of elephants walking together, including three baby elephants among the adults.",Three babies.
150,COCO_val2014_000000001903.jpg,1903,What color is the dish?,white,The dish is a white styrofoam container holding a hot dog with toppings.,The dish is a blue ceramic plate holding a hot dog with toppings.,blue
151,COCO_val2014_000000001948.jpg,1948,What color are his shoes?,black,"The man is standing outdoors holding a turkey, wearing camouflage clothing and blue shoes.","The man is standing outdoors holding a turkey, wearing camouflage clothing and red shoes.",red
